id,sku,name,sellingPrice,fullSize,thumbnail,active,published,type,parentId,variantAttributes,variantAttributes,surchargeType,surchargeValue
aa12lrv27extraordinarymushroom11wbmedium,aa12lrv27extraordinarymushroom11wbmedium0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,wb|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12lrv27extraordinarymushroom11wbsmall,aa12lrv27extraordinarymushroom11wbsmall0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,wb|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12lrv27extraordinarymushroom11wblarge,aa12lrv27extraordinarymushroom11wblarge0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,wb|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12lrv27extraordinarymushroom11bwmedium,aa12lrv27extraordinarymushroom11bwmedium0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,bw|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12lrv27extraordinarymushroom11bwsmall,aa12lrv27extraordinarymushroom11bwsmall0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,bw|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12lrv27extraordinarymushroom11bwlarge,aa12lrv27extraordinarymushroom11bwlarge0000,AA12 LRV27 Extraordinary Mushroom 11,,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg,true,true,VARIANT,aa12lrv27extraordinarymushroom11,bw|https://dplekh-avatars-project.surge.sh/images/AA12-LRV27-Extraordinary-Mushroom-11-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12foa04herculeandirector12,aa12foa04herculeandirector120000,AA12 FOA04 Herculean Director 12,85,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-thumbnail.jpg,true,true,PARENT,,,,,
aa12foa04herculeandirector12originalmedium,aa12foa04herculeandirector12originalmedium0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,original|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12foa04herculeandirector12originalsmall,aa12foa04herculeandirector12originalsmall0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,original|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12foa04herculeandirector12originallarge,aa12foa04herculeandirector12originallarge0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,original|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12foa04herculeandirector12invmedium,aa12foa04herculeandirector12invmedium0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12foa04herculeandirector12invsmall,aa12foa04herculeandirector12invsmall0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12foa04herculeandirector12invlarge,aa12foa04herculeandirector12invlarge0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12foa04herculeandirector12wbmedium,aa12foa04herculeandirector12wbmedium0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12foa04herculeandirector12wbsmall,aa12foa04herculeandirector12wbsmall0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12foa04herculeandirector12wblarge,aa12foa04herculeandirector12wblarge0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12foa04herculeandirector12bwmedium,aa12foa04herculeandirector12bwmedium0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,bw|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12foa04herculeandirector12bwsmall,aa12foa04herculeandirector12bwsmall0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,bw|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12foa04herculeandirector12bwlarge,aa12foa04herculeandirector12bwlarge0000,AA12 FOA04 Herculean Director 12,,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg,true,true,VARIANT,aa12foa04herculeandirector12,bw|https://dplekh-avatars-project.surge.sh/images/AA12-FOA04-Herculean-Director-12-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12jtj22grandiloquentsealion13,aa12jtj22grandiloquentsealion130000,AA12 JTJ22 Grandiloquent Sea Lion 13,75,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-thumbnail.jpg,true,true,PARENT,,,,,
aa12jtj22grandiloquentsealion13originalmedium,aa12jtj22grandiloquentsealion13originalmedium0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,original|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12jtj22grandiloquentsealion13originalsmall,aa12jtj22grandiloquentsealion13originalsmall0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,original|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12jtj22grandiloquentsealion13originallarge,aa12jtj22grandiloquentsealion13originallarge0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,original|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12jtj22grandiloquentsealion13invmedium,aa12jtj22grandiloquentsealion13invmedium0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,inv|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12jtj22grandiloquentsealion13invsmall,aa12jtj22grandiloquentsealion13invsmall0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,inv|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12jtj22grandiloquentsealion13invlarge,aa12jtj22grandiloquentsealion13invlarge0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,inv|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12jtj22grandiloquentsealion13wbmedium,aa12jtj22grandiloquentsealion13wbmedium0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,wb|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12jtj22grandiloquentsealion13wbsmall,aa12jtj22grandiloquentsealion13wbsmall0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,wb|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12jtj22grandiloquentsealion13wblarge,aa12jtj22grandiloquentsealion13wblarge0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,wb|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12jtj22grandiloquentsealion13bwmedium,aa12jtj22grandiloquentsealion13bwmedium0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,bw|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12jtj22grandiloquentsealion13bwsmall,aa12jtj22grandiloquentsealion13bwsmall0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,bw|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12jtj22grandiloquentsealion13bwlarge,aa12jtj22grandiloquentsealion13bwlarge0000,AA12 JTJ22 Grandiloquent Sea Lion 13,,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg,true,true,VARIANT,aa12jtj22grandiloquentsealion13,bw|https://dplekh-avatars-project.surge.sh/images/AA12-JTJ22-Grandiloquent-Sea-Lion-13-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12dnp29hugekeepsake14,aa12dnp29hugekeepsake140000,AA12 DNP29 Huge Keepsake 14,90,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-thumbnail.jpg,true,true,PARENT,,,,,
aa12dnp29hugekeepsake14originalmedium,aa12dnp29hugekeepsake14originalmedium0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,original|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12dnp29hugekeepsake14originalsmall,aa12dnp29hugekeepsake14originalsmall0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,original|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12dnp29hugekeepsake14originallarge,aa12dnp29hugekeepsake14originallarge0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,original|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12dnp29hugekeepsake14invmedium,aa12dnp29hugekeepsake14invmedium0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,inv|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12dnp29hugekeepsake14invsmall,aa12dnp29hugekeepsake14invsmall0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,inv|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12dnp29hugekeepsake14invlarge,aa12dnp29hugekeepsake14invlarge0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,inv|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12dnp29hugekeepsake14wbmedium,aa12dnp29hugekeepsake14wbmedium0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,wb|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12dnp29hugekeepsake14wbsmall,aa12dnp29hugekeepsake14wbsmall0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,wb|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12dnp29hugekeepsake14wblarge,aa12dnp29hugekeepsake14wblarge0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,wb|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12dnp29hugekeepsake14bwmedium,aa12dnp29hugekeepsake14bwmedium0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,bw|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12dnp29hugekeepsake14bwsmall,aa12dnp29hugekeepsake14bwsmall0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,bw|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12dnp29hugekeepsake14bwlarge,aa12dnp29hugekeepsake14bwlarge0000,AA12 DNP29 Huge Keepsake 14,,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg,true,true,VARIANT,aa12dnp29hugekeepsake14,bw|https://dplekh-avatars-project.surge.sh/images/AA12-DNP29-Huge-Keepsake-14-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12qrz09bombasticgangster15,aa12qrz09bombasticgangster150000,AA12 QRZ09 Bombastic Gangster 15,73,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-thumbnail.jpg,true,true,PARENT,,,,,
aa12qrz09bombasticgangster15originalmedium,aa12qrz09bombasticgangster15originalmedium0000,AA12 QRZ09 Bombastic Gangster 15,,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg,true,true,VARIANT,aa12qrz09bombasticgangster15,original|https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12qrz09bombasticgangster15originalsmall,aa12qrz09bombasticgangster15originalsmall0000,AA12 QRZ09 Bombastic Gangster 15,,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg,true,true,VARIANT,aa12qrz09bombasticgangster15,original|https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12qrz09bombasticgangster15originallarge,aa12qrz09bombasticgangster15originallarge0000,AA12 QRZ09 Bombastic Gangster 15,,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg,true,true,VARIANT,aa12qrz09bombasticgangster15,original|https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12qrz09bombasticgangster15invmedium,aa12qrz09bombasticgangster15invmedium0000,AA12 QRZ09 Bombastic Gangster 15,,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv-thumbnail.jpg,true,true,VARIANT,aa12qrz09bombasticgangster15,inv|https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12qrz09bombasticgangster15invsmall,aa12qrz09bombasticgangster15invsmall0000,AA12 QRZ09 Bombastic Gangster 15,,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv-thumbnail.jpg,true,true,VARIANT,aa12qrz09bombasticgangster15,inv|https://dplekh-avatars-project.surge.sh/images/AA12-QRZ09-Bombastic-Gangster-15-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
